File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF722YZF	fastq	fastq		reads		ENCSR990DKW	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/22880/'], '@type': ['Target', 'Item'], 'name': 'MORC2-human', 'label': 'MORC2', '@id': '/targets/MORC2-human/', 'title': 'MORC2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'bcb546cd-dc7e-41ff-96bf-1fddf2c74335', 'status': 'released'}				MORC2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-02-27	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF074DWR/			2772688341	Brenton Graveley, UConn	4b72f8fa9d9c5e87ed8ba1e5a587646c	SRA:SRR14835297	https://www.encodeproject.org/files/ENCFF722YZF/@@download/ENCFF722YZF.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF788BNI/, /files/ENCFF443VVT/	released	s3://encode-public/2020/11/25/74ea2a7b-695a-43d3-8143-df4ec8eb595a/ENCFF722YZF.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/25/74ea2a7b-695a-43d3-8143-df4ec8eb595a/ENCFF722YZF.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF074DWR	fastq	fastq		reads		ENCSR990DKW	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/22880/'], '@type': ['Target', 'Item'], 'name': 'MORC2-human', 'label': 'MORC2', '@id': '/targets/MORC2-human/', 'title': 'MORC2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'bcb546cd-dc7e-41ff-96bf-1fddf2c74335', 'status': 'released'}				MORC2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-02-27	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF722YZF/			2841790538	Brenton Graveley, UConn	155977a4d0d6a9f04747ff673f03774d	SRA:SRR14835297	https://www.encodeproject.org/files/ENCFF074DWR/@@download/ENCFF074DWR.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF559SIV/, /files/ENCFF772ZYG/	released	s3://encode-public/2020/11/25/f84d1320-a23f-4965-a8ec-40415f959168/ENCFF074DWR.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/25/f84d1320-a23f-4965-a8ec-40415f959168/ENCFF074DWR.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF330WER	fastq	fastq		reads		ENCSR990DKW	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/22880/'], '@type': ['Target', 'Item'], 'name': 'MORC2-human', 'label': 'MORC2', '@id': '/targets/MORC2-human/', 'title': 'MORC2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'bcb546cd-dc7e-41ff-96bf-1fddf2c74335', 'status': 'released'}				MORC2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-02-27	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF037PTG/			2562561605	Brenton Graveley, UConn	a6f9c428bd76af7e7f859624d33aa974	SRA:SRR14835296	https://www.encodeproject.org/files/ENCFF330WER/@@download/ENCFF330WER.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF788BNI/, /files/ENCFF443VVT/	released	s3://encode-public/2020/11/25/f9eb1613-89a7-40b3-8440-4e12a3e857cf/ENCFF330WER.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/25/f9eb1613-89a7-40b3-8440-4e12a3e857cf/ENCFF330WER.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF037PTG	fastq	fastq		reads		ENCSR990DKW	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/22880/'], '@type': ['Target', 'Item'], 'name': 'MORC2-human', 'label': 'MORC2', '@id': '/targets/MORC2-human/', 'title': 'MORC2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'bcb546cd-dc7e-41ff-96bf-1fddf2c74335', 'status': 'released'}				MORC2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-02-27	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF330WER/			2620255739	Brenton Graveley, UConn	bb94b2c8ea1ce2c8539b370582468ac1	SRA:SRR14835296	https://www.encodeproject.org/files/ENCFF037PTG/@@download/ENCFF037PTG.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF559SIV/, /files/ENCFF772ZYG/	released	s3://encode-public/2020/11/25/167cc54a-e507-4217-be54-fefbd6371e2a/ENCFF037PTG.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/25/167cc54a-e507-4217-be54-fefbd6371e2a/ENCFF037PTG.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF411VQE	fastq	fastq		reads		ENCSR002NQQ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/25904/'], '@type': ['Target', 'Item'], 'name': 'CNOT10-human', 'label': 'CNOT10', '@id': '/targets/CNOT10-human/', 'title': 'CNOT10 (Homo sapiens)', 'investigated_as': ['other context'], 'uuid': '4b93e268-fffe-4a66-8835-ac0f78c8c889', 'status': 'released'}				CNOT10-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-05-04	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF987GXR/			4950738133	Brenton Graveley, UConn	574b7eee44d1e711bb480c57e8b89128	SRA:SRR14835376	https://www.encodeproject.org/files/ENCFF411VQE/@@download/ENCFF411VQE.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF136JIN/, /files/ENCFF681YRX/	released	s3://encode-public/2021/04/15/2aa55146-64ef-49f8-b6e0-9c1e55c35aae/ENCFF411VQE.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/15/2aa55146-64ef-49f8-b6e0-9c1e55c35aae/ENCFF411VQE.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF987GXR	fastq	fastq		reads		ENCSR002NQQ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/25904/'], '@type': ['Target', 'Item'], 'name': 'CNOT10-human', 'label': 'CNOT10', '@id': '/targets/CNOT10-human/', 'title': 'CNOT10 (Homo sapiens)', 'investigated_as': ['other context'], 'uuid': '4b93e268-fffe-4a66-8835-ac0f78c8c889', 'status': 'released'}				CNOT10-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-05-04	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF411VQE/			5264744020	Brenton Graveley, UConn	00d394e8974d7fedf72e64961815f79d	SRA:SRR14835376	https://www.encodeproject.org/files/ENCFF987GXR/@@download/ENCFF987GXR.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF333VBK/, /files/ENCFF076QNU/	released	s3://encode-public/2021/04/15/45720ac7-870b-4894-a199-ac6c0b650c85/ENCFF987GXR.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/15/45720ac7-870b-4894-a199-ac6c0b650c85/ENCFF987GXR.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF259FQC	fastq	fastq		reads		ENCSR002NQQ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/25904/'], '@type': ['Target', 'Item'], 'name': 'CNOT10-human', 'label': 'CNOT10', '@id': '/targets/CNOT10-human/', 'title': 'CNOT10 (Homo sapiens)', 'investigated_as': ['other context'], 'uuid': '4b93e268-fffe-4a66-8835-ac0f78c8c889', 'status': 'released'}				CNOT10-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-05-04	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF935ELH/			4539705041	Brenton Graveley, UConn	0d30e94cdbeedae4353757f53801247f	SRA:SRR14835377	https://www.encodeproject.org/files/ENCFF259FQC/@@download/ENCFF259FQC.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF136JIN/, /files/ENCFF681YRX/	released	s3://encode-public/2021/04/15/9dc73cdf-b60b-40f4-b11a-eb6cc9f715b7/ENCFF259FQC.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/15/9dc73cdf-b60b-40f4-b11a-eb6cc9f715b7/ENCFF259FQC.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF935ELH	fastq	fastq		reads		ENCSR002NQQ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/25904/'], '@type': ['Target', 'Item'], 'name': 'CNOT10-human', 'label': 'CNOT10', '@id': '/targets/CNOT10-human/', 'title': 'CNOT10 (Homo sapiens)', 'investigated_as': ['other context'], 'uuid': '4b93e268-fffe-4a66-8835-ac0f78c8c889', 'status': 'released'}				CNOT10-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-05-04	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF259FQC/			4805181786	Brenton Graveley, UConn	ec9db5566d877250b1a1eb98b8e09b19	SRA:SRR14835377	https://www.encodeproject.org/files/ENCFF935ELH/@@download/ENCFF935ELH.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF333VBK/, /files/ENCFF076QNU/	released	s3://encode-public/2021/04/15/7d9e6214-3a12-4f12-952f-93fd4495638a/ENCFF935ELH.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/15/7d9e6214-3a12-4f12-952f-93fd4495638a/ENCFF935ELH.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF351WEO	fastq	fastq		reads		ENCSR899RVY	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q00610'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1213/'], '@type': ['Target', 'Item'], 'label': 'CLTC', 'title': 'CLTC (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'b6022579-4e6b-4661-a437-32de19b2ea40', 'schema_version': '14', 'name': 'CLTC-human', '@id': '/targets/CLTC-human/', 'status': 'released'}				CLTC-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF476FDB/			1772307990	Brenton Graveley, UConn	c30fc909b0f608ca3502937a3eaf3547	SRA:SRR22521980	https://www.encodeproject.org/files/ENCFF351WEO/@@download/ENCFF351WEO.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF522GAP/, /files/ENCFF004JQI/	released	s3://encode-public/2021/11/09/cbb7ab04-1461-42be-b752-ea784ec86603/ENCFF351WEO.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/cbb7ab04-1461-42be-b752-ea784ec86603/ENCFF351WEO.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF476FDB	fastq	fastq		reads		ENCSR899RVY	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q00610'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1213/'], '@type': ['Target', 'Item'], 'label': 'CLTC', 'title': 'CLTC (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'b6022579-4e6b-4661-a437-32de19b2ea40', 'schema_version': '14', 'name': 'CLTC-human', '@id': '/targets/CLTC-human/', 'status': 'released'}				CLTC-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF351WEO/			1844059631	Brenton Graveley, UConn	ad56ea41e37b8f4886e675cd1bef19cc	SRA:SRR22521980	https://www.encodeproject.org/files/ENCFF476FDB/@@download/ENCFF476FDB.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF241JYN/, /files/ENCFF923YTY/	released	s3://encode-public/2021/11/09/2adf4a8c-a341-4f81-8316-8fefdb58dcf6/ENCFF476FDB.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/2adf4a8c-a341-4f81-8316-8fefdb58dcf6/ENCFF476FDB.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF552OHC	fastq	fastq		reads		ENCSR899RVY	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q00610'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1213/'], '@type': ['Target', 'Item'], 'label': 'CLTC', 'title': 'CLTC (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'b6022579-4e6b-4661-a437-32de19b2ea40', 'schema_version': '14', 'name': 'CLTC-human', '@id': '/targets/CLTC-human/', 'status': 'released'}				CLTC-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF316TUC/			1659707099	Brenton Graveley, UConn	bf2f5ebb88d78d5d5923a4e90171162a	SRA:SRR22521979	https://www.encodeproject.org/files/ENCFF552OHC/@@download/ENCFF552OHC.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF522GAP/, /files/ENCFF004JQI/	released	s3://encode-public/2021/11/09/7c0e7e07-8aef-49f6-a050-62a25caa6413/ENCFF552OHC.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/7c0e7e07-8aef-49f6-a050-62a25caa6413/ENCFF552OHC.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF316TUC	fastq	fastq		reads		ENCSR899RVY	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q00610'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1213/'], '@type': ['Target', 'Item'], 'label': 'CLTC', 'title': 'CLTC (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'b6022579-4e6b-4661-a437-32de19b2ea40', 'schema_version': '14', 'name': 'CLTC-human', '@id': '/targets/CLTC-human/', 'status': 'released'}				CLTC-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF552OHC/			1732371264	Brenton Graveley, UConn	84c6f0e50de16ee8bed83e54dc567f9a	SRA:SRR22521979	https://www.encodeproject.org/files/ENCFF316TUC/@@download/ENCFF316TUC.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF241JYN/, /files/ENCFF923YTY/	released	s3://encode-public/2021/11/09/fda8ada5-124c-488d-8baa-41393a1f3736/ENCFF316TUC.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/fda8ada5-124c-488d-8baa-41393a1f3736/ENCFF316TUC.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF136JIN	fastq	fastq		reads		ENCSR704VPL	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion						polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-05-04	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF333VBK/			5251905816	Brenton Graveley, UConn	2ba317dddf76df1aab34d2f460c09991	SRA:SRR14833698	https://www.encodeproject.org/files/ENCFF136JIN/@@download/ENCFF136JIN.fastq.gz		Illumina NovaSeq 6000		released	s3://encode-public/2021/04/15/de9b8dfc-08c2-46b9-b0c7-7f84bac177ab/ENCFF136JIN.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/15/de9b8dfc-08c2-46b9-b0c7-7f84bac177ab/ENCFF136JIN.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF333VBK	fastq	fastq		reads		ENCSR704VPL	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion						polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-05-04	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF136JIN/			5605017871	Brenton Graveley, UConn	22083d11989d6007081a37801ba53b10	SRA:SRR14833698	https://www.encodeproject.org/files/ENCFF333VBK/@@download/ENCFF333VBK.fastq.gz		Illumina NovaSeq 6000		released	s3://encode-public/2021/04/15/d81a1551-d6f5-437c-80d7-33a1682dc544/ENCFF333VBK.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/15/d81a1551-d6f5-437c-80d7-33a1682dc544/ENCFF333VBK.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF681YRX	fastq	fastq		reads		ENCSR704VPL	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion						polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-05-04	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF076QNU/			5011178067	Brenton Graveley, UConn	4dcc4fe0714735ef162ab30435287eb7	SRA:SRR14833697	https://www.encodeproject.org/files/ENCFF681YRX/@@download/ENCFF681YRX.fastq.gz		Illumina NovaSeq 6000		released	s3://encode-public/2021/04/15/43238827-2684-4da9-a1d9-7c748471fb04/ENCFF681YRX.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/15/43238827-2684-4da9-a1d9-7c748471fb04/ENCFF681YRX.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF076QNU	fastq	fastq		reads		ENCSR704VPL	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion						polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-05-04	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF681YRX/			5326767500	Brenton Graveley, UConn	93bd3c9adb9888c6425f407779bc5f18	SRA:SRR14833697	https://www.encodeproject.org/files/ENCFF076QNU/@@download/ENCFF076QNU.fastq.gz		Illumina NovaSeq 6000		released	s3://encode-public/2021/04/15/eacc0ad5-8a0e-4fe1-9be7-60d9a7ed30f1/ENCFF076QNU.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/15/eacc0ad5-8a0e-4fe1-9be7-60d9a7ed30f1/ENCFF076QNU.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF141OEO	fastq	fastq		reads		ENCSR511EKJ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/60528/'], '@type': ['Target', 'Item'], 'name': 'ELAC2-human', 'label': 'ELAC2', '@id': '/targets/ELAC2-human/', 'title': 'ELAC2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '3ec62a43-ce58-462b-a417-da0e6075f511', 'status': 'released'}				ELAC2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-04	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF281MBH/			2564156315	Brenton Graveley, UConn	6369f61bddd5ea68752f8b164357f9e7	SRA:SRR22520822	https://www.encodeproject.org/files/ENCFF141OEO/@@download/ENCFF141OEO.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF345XFS/, /files/ENCFF287OZA/	released	s3://encode-public/2021/10/15/3070dc22-7969-49c9-8303-d5064640a475/ENCFF141OEO.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/15/3070dc22-7969-49c9-8303-d5064640a475/ENCFF141OEO.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
