run_accession	experiment_title	study_accession	aligned	sample_accession	altitude	assembly_quality	assembly_software	bam_aspera	bam_bytes	bam_ftp	bam_galaxy	bam_md5	base_count	binning_software	bio_material	bisulfite_protocol	broad_scale_environmental_context	broker_name	cage_protocol	cell_line	cell_type	center_name	checklist	chip_ab_provider	chip_protocol	chip_target	collected_by	collection_date	collection_date_end	collection_date_start	completeness_score	contamination_score	control_experiment	country	cultivar	culture_collection	depth	description	dev_stage	dnase_protocol	ecotype	elevation	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	experiment_accession	experiment_alias	experiment_target	experimental_factor	experimental_protocol	extraction_protocol	faang_library_selection	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	file_location	first_created	first_public	germline	hi_c_protocol	host	host_body_site	host_genotype	host_gravidity	host_growth_conditions	host_phenotype	host_scientific_name	host_sex	host_status	host_tax_id	identified_by	instrument_model	instrument_platform	investigation_type	isolate	isolation_source	last_updated	lat	library_construction_protocol	library_gen_protocol	library_layout	library_max_fragment_size	library_min_fragment_size	library_name	library_pcr_isolation_protocol	library_prep_date	library_prep_date_format	library_prep_latitude	library_prep_location	library_prep_longitude	library_selection	library_source	library_strategy	local_environmental_context	location	location_end	location_start	lon	marine_region	mating_type	ncbi_reporting_standard	nominal_length	nominal_sdev	pcr_isolation_protocol	ph	project_name	protocol_label	read_count	read_strand	restriction_enzyme	restriction_enzyme_target_sequence	restriction_site	rna_integrity_num	rna_prep_3_protocol	rna_prep_5_protocol	rna_purity_230_ratio	rna_purity_280_ratio	rt_prep_protocol	run_alias	run_date	salinity	sample_alias	sample_capture_status	sample_collection	sample_description	sample_material	sample_prep_interval	sample_prep_interval_units	sample_storage	sample_storage_processing	sample_title	cell_line_name	replicate	condition	PERT_TYPE	PERT_ENSEMBL	PERT_GENE	control_samples	pert_time	pert_time_units	pert_concentration	pert_concentration_units	sampling_campaign	sampling_platform	sampling_site	tax_id	scientific_name	secondary_project	secondary_sample_accession	secondary_study_accession	sequencing_date	sequencing_date_format	sequencing_location	sequencing_longitude	sequencing_method	sequencing_primer_catalog	sequencing_primer_lot	sequencing_primer_provider	serotype	serovar	sex	specimen_voucher	sra_aspera	sra_bytes	sra_ftp	sra_galaxy	sra_md5	status	strain	study_alias	study_title	sub_species	sub_strain	submission_accession	submission_tool	submitted_aspera	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_host_sex	submitted_md5	submitted_read_type	tag	target_gene	taxonomic_classification	taxonomic_identity_marker	temperature	tissue_lib	tissue_type	transposase_protocol	variety
SRR5837567	Illumina HiSeq 2500 sequencing: GSM2706329: MYC-OE_1_45d (techn. Rep. 1) Homo sapiens RNA-Seq	PRJNA394872		SAMN07361755									805456900									GEO																Illumina HiSeq 2500 sequencing: GSM2706329: MYC-OE_1_45d (techn. Rep. 1) Homo sapiens RNA-Seq										SRX3014048	GSM2706329						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR583/007/SRR5837567/SRR5837567.fastq.gz	466487398	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/007/SRR5837567/SRR5837567.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/007/SRR5837567/SRR5837567.fastq.gz	4b425e784a16ef1b83a294a32056b42b		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		16109138											GSM2706329_r1			GSM2706329			MYC-OE_1_45d (techn. Rep. 1)						MYC-OE_1_45d (techn. Rep. 1)	ORGANOID_GBM	1	OE_MYC	OVEREXPRESSION	ENSG00000136997	MYC	SRR5837557,SRR5837570,SRR5837558,SRR5837571,SRR5837559,SRR5837572	45	days						9606	Homo sapiens		SRS2363640	SRP112726													fasp.sra.ebi.ac.uk:/vol1/srr/SRR583/007/SRR5837567	284760086	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/007/SRR5837567	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/007/SRR5837567	a976f966699b176f1b3f6b21ffcadc1f	public		GSE101577	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 45d)			SRA588288										ena						cerebral organoids		
SRR5837580	Illumina HiSeq 2500 sequencing: GSM2706342: MYC-OE_1_45d (techn. Rep. 2) Homo sapiens RNA-Seq	PRJNA394872		SAMN07361742									835716950									GEO																Illumina HiSeq 2500 sequencing: GSM2706342: MYC-OE_1_45d (techn. Rep. 2) Homo sapiens RNA-Seq										SRX3014061	GSM2706342						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR583/000/SRR5837580/SRR5837580.fastq.gz	491265797	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/000/SRR5837580/SRR5837580.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/000/SRR5837580/SRR5837580.fastq.gz	6fc72e737b1bd1763568853e077db36a		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		16714339											GSM2706342_r1			GSM2706342			MYC-OE_1_45d (techn. Rep. 2)						MYC-OE_1_45d (techn. Rep. 2)	ORGANOID_GBM	1	OE_MYC	OVEREXPRESSION	ENSG00000136997	MYC	SRR5837557,SRR5837570,SRR5837558,SRR5837571,SRR5837559,SRR5837572	45	days						9606	Homo sapiens		SRS2363653	SRP112726													fasp.sra.ebi.ac.uk:/vol1/srr/SRR583/000/SRR5837580	300953044	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/000/SRR5837580	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/000/SRR5837580	66d62b3dff8a16410ec99ebb69ff24ba	public		GSE101577	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 45d)			SRA588288										ena						cerebral organoids		
SRR6726588	Illumina HiSeq 2500 sequencing: GSM3004158: MYC-OE_2_130d (techn. Rep. 1) Homo sapiens RNA-Seq	PRJNA434108		SAMN08536468									717427550									GEO																Illumina HiSeq 2500 sequencing: GSM3004158: MYC-OE_2_130d (techn. Rep. 1) Homo sapiens RNA-Seq										SRX3699605	GSM3004158						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR672/008/SRR6726588/SRR6726588.fastq.gz	415639794	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/008/SRR6726588/SRR6726588.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/008/SRR6726588/SRR6726588.fastq.gz	e562879ed0e4be08595fbe20e90a40dd		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)		14348551											GSM3004158_r1			GSM3004158			MYC-OE_2_130d (techn. Rep. 1)						MYC-OE_2_130d (techn. Rep. 1)	ORGANOID_GBM	2	OE_MYC	OVEREXPRESSION	ENSG00000136997	MYC	SRR6726573,SRR6726591,SRR6726574,SRR6726592,SRR6726575,SRR6726593	130	days						9606	Homo sapiens		SRS2959079	SRP132872													fasp.sra.ebi.ac.uk:/vol1/srr/SRR672/008/SRR6726588	252394490	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/008/SRR6726588	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/008/SRR6726588	0dadc11f828458d37d0c4a4425b4f48c	public		GSE110610	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)			SRA659539										ena						cerebral organoids		
SRR6726606	Illumina HiSeq 2500 sequencing: GSM3004176: MYC-OE_2_130d (techn. Rep. 2) Homo sapiens RNA-Seq	PRJNA434108		SAMN08536494									717256900									GEO																Illumina HiSeq 2500 sequencing: GSM3004176: MYC-OE_2_130d (techn. Rep. 2) Homo sapiens RNA-Seq										SRX3699621	GSM3004176						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR672/006/SRR6726606/SRR6726606.fastq.gz	417001476	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/006/SRR6726606/SRR6726606.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/006/SRR6726606/SRR6726606.fastq.gz	7ba43960f217884b45ad97e3144482a3		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)		14345138											GSM3004176_r1			GSM3004176			MYC-OE_2_130d (techn. Rep. 2)						MYC-OE_2_130d (techn. Rep. 2)	ORGANOID_GBM	2	OE_MYC	OVEREXPRESSION	ENSG00000136997	MYC	SRR6726573,SRR6726591,SRR6726574,SRR6726592,SRR6726575,SRR6726593	130	days						9606	Homo sapiens		SRS2959094	SRP132872													fasp.sra.ebi.ac.uk:/vol1/srr/SRR672/006/SRR6726606	253893684	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/006/SRR6726606	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/006/SRR6726606	7f170c3c7d18cc04c677b2c45d3620b1	public		GSE110610	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)			SRA659539										ena						cerebral organoids		
SRR5837568	Illumina HiSeq 2500 sequencing: GSM2706330: MYC-OE_2_45d (techn. Rep. 1) Homo sapiens RNA-Seq	PRJNA394872		SAMN07361754									1009347350									GEO																Illumina HiSeq 2500 sequencing: GSM2706330: MYC-OE_2_45d (techn. Rep. 1) Homo sapiens RNA-Seq										SRX3014049	GSM2706330						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR583/008/SRR5837568/SRR5837568.fastq.gz	584085378	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/008/SRR5837568/SRR5837568.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/008/SRR5837568/SRR5837568.fastq.gz	000cb515c862b1b2674904b303f65ae5		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		20186947											GSM2706330_r1			GSM2706330			MYC-OE_2_45d (techn. Rep. 1)						MYC-OE_2_45d (techn. Rep. 1)	ORGANOID_GBM	2	OE_MYC	OVEREXPRESSION	ENSG00000136997	MYC	SRR5837557,SRR5837570,SRR5837558,SRR5837571,SRR5837559,SRR5837572	45	days						9606	Homo sapiens		SRS2363641	SRP112726													fasp.sra.ebi.ac.uk:/vol1/srr/SRR583/008/SRR5837568	355143193	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/008/SRR5837568	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/008/SRR5837568	5a4c90fd96b4404eb72a1b991adcb39b	public		GSE101577	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 45d)			SRA588288										ena						cerebral organoids		
SRR5837581	Illumina HiSeq 2500 sequencing: GSM2706343: MYC-OE_2_45d (techn. Rep. 2) Homo sapiens RNA-Seq	PRJNA394872		SAMN07361741									1045977500									GEO																Illumina HiSeq 2500 sequencing: GSM2706343: MYC-OE_2_45d (techn. Rep. 2) Homo sapiens RNA-Seq										SRX3014062	GSM2706343						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR583/001/SRR5837581/SRR5837581.fastq.gz	614460341	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/001/SRR5837581/SRR5837581.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/001/SRR5837581/SRR5837581.fastq.gz	a3dd763b1f9c5090010fb4dc84d59d62		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		20919550											GSM2706343_r1			GSM2706343			MYC-OE_2_45d (techn. Rep. 2)						MYC-OE_2_45d (techn. Rep. 2)	ORGANOID_GBM	2	OE_MYC	OVEREXPRESSION	ENSG00000136997	MYC	SRR5837557,SRR5837570,SRR5837558,SRR5837571,SRR5837559,SRR5837572	45	days						9606	Homo sapiens		SRS2363652	SRP112726													fasp.sra.ebi.ac.uk:/vol1/srr/SRR583/001/SRR5837581	375205416	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/001/SRR5837581	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/001/SRR5837581	710f733fe541c402dca5c58a04b9d717	public		GSE101577	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 45d)			SRA588288										ena						cerebral organoids		
SRR6726589	Illumina HiSeq 2500 sequencing: GSM3004159: MYC-OE_3_130d (techn. Rep. 1) Homo sapiens RNA-Seq	PRJNA434108		SAMN08536467									681947550									GEO																Illumina HiSeq 2500 sequencing: GSM3004159: MYC-OE_3_130d (techn. Rep. 1) Homo sapiens RNA-Seq										SRX3699588	GSM3004159						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR672/009/SRR6726589/SRR6726589.fastq.gz	395140000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/009/SRR6726589/SRR6726589.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/009/SRR6726589/SRR6726589.fastq.gz	cfdb5700da81ea1a805c9bbe978302be		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)		13638951											GSM3004159_r1			GSM3004159			MYC-OE_3_130d (techn. Rep. 1)						MYC-OE_3_130d (techn. Rep. 1)	ORGANOID_GBM	3	OE_MYC	OVEREXPRESSION	ENSG00000136997	MYC	SRR6726573,SRR6726591,SRR6726574,SRR6726592,SRR6726575,SRR6726593	130	days						9606	Homo sapiens		SRS2959062	SRP132872													fasp.sra.ebi.ac.uk:/vol1/srr/SRR672/009/SRR6726589	240456480	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/009/SRR6726589	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/009/SRR6726589	a7acdb433b430ded4a6603b5991b81e5	public		GSE110610	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)			SRA659539										ena						cerebral organoids		
SRR6726607	Illumina HiSeq 2500 sequencing: GSM3004177: MYC-OE_3_130d (techn. Rep. 2) Homo sapiens RNA-Seq	PRJNA434108		SAMN08536493									681876600									GEO																Illumina HiSeq 2500 sequencing: GSM3004177: MYC-OE_3_130d (techn. Rep. 2) Homo sapiens RNA-Seq										SRX3699622	GSM3004177						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR672/007/SRR6726607/SRR6726607.fastq.gz	396504748	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/007/SRR6726607/SRR6726607.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/007/SRR6726607/SRR6726607.fastq.gz	d8b6a75c58f1a6f72de9aa2c133fdd66		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)		13637532											GSM3004177_r1			GSM3004177			MYC-OE_3_130d (techn. Rep. 2)						MYC-OE_3_130d (techn. Rep. 2)	ORGANOID_GBM	3	OE_MYC	OVEREXPRESSION	ENSG00000136997	MYC	SRR6726573,SRR6726591,SRR6726574,SRR6726592,SRR6726575,SRR6726593	130	days						9606	Homo sapiens		SRS2959095	SRP132872													fasp.sra.ebi.ac.uk:/vol1/srr/SRR672/007/SRR6726607	241911952	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/007/SRR6726607	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/007/SRR6726607	9d482047b32a1757fcce9dee7c496476	public		GSE110610	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)			SRA659539										ena						cerebral organoids		
SRR5837569	Illumina HiSeq 2500 sequencing: GSM2706331: MYC-OE_3_45d (techn. Rep. 1) Homo sapiens RNA-Seq	PRJNA394872		SAMN07361753									787626500									GEO																Illumina HiSeq 2500 sequencing: GSM2706331: MYC-OE_3_45d (techn. Rep. 1) Homo sapiens RNA-Seq										SRX3014050	GSM2706331						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR583/009/SRR5837569/SRR5837569.fastq.gz	455377652	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/009/SRR5837569/SRR5837569.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/009/SRR5837569/SRR5837569.fastq.gz	65792e0f1e07f7464dca1e420e4aaa62		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		15752530											GSM2706331_r1			GSM2706331			MYC-OE_3_45d (techn. Rep. 1)						MYC-OE_3_45d (techn. Rep. 1)	ORGANOID_GBM	3	OE_MYC	OVEREXPRESSION	ENSG00000136997	MYC	SRR5837557,SRR5837570,SRR5837558,SRR5837571,SRR5837559,SRR5837572	45	days						9606	Homo sapiens		SRS2363644	SRP112726													fasp.sra.ebi.ac.uk:/vol1/srr/SRR583/009/SRR5837569	277298469	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/009/SRR5837569	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/009/SRR5837569	600008c27c64df32f77ca93e3e4f48cb	public		GSE101577	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 45d)			SRA588288										ena						cerebral organoids		
SRR5837582	Illumina HiSeq 2500 sequencing: GSM2706344: MYC-OE_3_45d (techn. Rep. 2) Homo sapiens RNA-Seq	PRJNA394872		SAMN07361740									817096350									GEO																Illumina HiSeq 2500 sequencing: GSM2706344: MYC-OE_3_45d (techn. Rep. 2) Homo sapiens RNA-Seq										SRX3014063	GSM2706344						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR583/002/SRR5837582/SRR5837582.fastq.gz	479423248	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/002/SRR5837582/SRR5837582.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/002/SRR5837582/SRR5837582.fastq.gz	5cdba0cdde5117b98bfce5f425ed4ae2		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		16341927											GSM2706344_r1			GSM2706344			MYC-OE_3_45d (techn. Rep. 2)						MYC-OE_3_45d (techn. Rep. 2)	ORGANOID_GBM	3	OE_MYC	OVEREXPRESSION	ENSG00000136997	MYC	SRR5837557,SRR5837570,SRR5837558,SRR5837571,SRR5837559,SRR5837572	45	days						9606	Homo sapiens		SRS2363657	SRP112726													fasp.sra.ebi.ac.uk:/vol1/srr/SRR583/002/SRR5837582	293084541	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/002/SRR5837582	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/002/SRR5837582	bbfddbb2206255858e091690ea4a5904	public		GSE101577	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 45d)			SRA588288										ena						cerebral organoids		
SRR6726590	Illumina HiSeq 2500 sequencing: GSM3004160: MYC-OE_4_130d (techn. Rep. 1) Homo sapiens RNA-Seq	PRJNA434108		SAMN08536466									669918350									GEO																Illumina HiSeq 2500 sequencing: GSM3004160: MYC-OE_4_130d (techn. Rep. 1) Homo sapiens RNA-Seq										SRX3699589	GSM3004160						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR672/000/SRR6726590/SRR6726590.fastq.gz	388761461	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/000/SRR6726590/SRR6726590.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/000/SRR6726590/SRR6726590.fastq.gz	378ae3b948b7eb8059acb7e93a29da10		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)		13398367											GSM3004160_r1			GSM3004160			MYC-OE_4_130d (techn. Rep. 1)						MYC-OE_4_130d (techn. Rep. 1)	ORGANOID_GBM	4	OE_MYC	OVEREXPRESSION	ENSG00000136997	MYC	SRR6726573,SRR6726591,SRR6726574,SRR6726592,SRR6726575,SRR6726593	130	days						9606	Homo sapiens		SRS2959063	SRP132872													fasp.sra.ebi.ac.uk:/vol1/srr/SRR672/000/SRR6726590	236452482	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/000/SRR6726590	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/000/SRR6726590	b6fa929df15e9fe9db35e390099bfbb6	public		GSE110610	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)			SRA659539										ena						cerebral organoids		
