study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	read_count	experiment_title	run_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title
PRJNA523380	SAMN10987885	SRS4395247	SRX5414167	SRR8615073	9606	Homo sapiens	TERTp-NCIH1563_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	172195	Illumina MiSeq sequencing; TERTp of NCIH1563_LUNG	NCI-H1563.bam	8950680;13087518	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615073/SRR8615073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615073/SRR8615073_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/003/SRR8615073	NCIH1563_LUNG	NCIH1563_LUNG
PRJNA523380	SAMN10987877	SRS4395246	SRX5414166	SRR8615074	9606	Homo sapiens	TERTp-NCIH1568_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	210272	Illumina MiSeq sequencing; TERTp of NCIH1568_LUNG	NCI-H1568.bam	11628569;16118368	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615074/SRR8615074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615074/SRR8615074_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/004/SRR8615074	NCIH1568_LUNG	NCIH1568_LUNG
PRJNA523380	SAMN10988320	SRS4395245	SRX5414165	SRR8615075	9606	Homo sapiens	TERTp-NCIH1395_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	260517	Illumina MiSeq sequencing; TERTp of NCIH1395_LUNG	H1395.bam	14972275;20158415	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615075/SRR8615075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615075/SRR8615075_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/005/SRR8615075	NCIH1395_LUNG	NCIH1395_LUNG
PRJNA523380	SAMN10988000	SRS4395244	SRX5414164	SRR8615076	9606	Homo sapiens	TERTp-NCIH1436_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	156377	Illumina MiSeq sequencing; TERTp of NCIH1436_LUNG	NCI-H1436.bam	7905387;12038111	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615076/SRR8615076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615076/SRR8615076_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/006/SRR8615076	NCIH1436_LUNG	NCIH1436_LUNG
PRJNA523380	SAMN10988155	SRS4395243	SRX5414163	SRR8615077	9606	Homo sapiens	TERTp-NCIH1623_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	149718	Illumina MiSeq sequencing; TERTp of NCIH1623_LUNG	NCI-H1623.bam	8351999;11424350	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615077/SRR8615077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615077/SRR8615077_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/007/SRR8615077	NCIH1623_LUNG	NCIH1623_LUNG
PRJNA523380	SAMN10988142	SRS4395242	SRX5414162	SRR8615078	9606	Homo sapiens	TERTp-NCIH1648_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	155894	Illumina MiSeq sequencing; TERTp of NCIH1648_LUNG	NCI-H1648.bam	7494594;11819908	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615078/SRR8615078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615078/SRR8615078_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/008/SRR8615078	NCIH1648_LUNG	NCIH1648_LUNG
PRJNA523380	SAMN10987661	SRS4395241	SRX5414161	SRR8615079	9606	Homo sapiens	TERTp-NCIH1573_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	57575	Illumina MiSeq sequencing; TERTp of NCIH1573_LUNG	NCI-H1573.bam	4519443;4771459	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615079/SRR8615079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615079/SRR8615079_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/009/SRR8615079	NCIH1573_LUNG	NCIH1573_LUNG
PRJNA523380	SAMN10988311	SRS4395240	SRX5414160	SRR8615080	9606	Homo sapiens	TERTp-NCIH1581_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	265933	Illumina MiSeq sequencing; TERTp of NCIH1581_LUNG	NCI-H1581.bam	14645456;20381384	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615080/SRR8615080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615080/SRR8615080_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/000/SRR8615080	NCIH1581_LUNG	NCIH1581_LUNG
PRJNA523380	SAMN10987705	SRS4395239	SRX5414159	SRR8615081	9606	Homo sapiens	TERTp-ACCMESO1_PLEURA	PAIRED	AMPLICON	GENOMIC	PCR	10818	Illumina MiSeq sequencing; TERTp of ACCMESO1_PLEURA	ACC-MESO-1.bam	525302;830170	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615081/SRR8615081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615081/SRR8615081_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/001/SRR8615081	ACCMESO1_PLEURA	ACCMESO1_PLEURA
PRJNA523380	SAMN10987881	SRS4395238	SRX5414158	SRR8615082	9606	Homo sapiens	TERTp-A673_BONE	PAIRED	AMPLICON	GENOMIC	PCR	106725	Illumina MiSeq sequencing; TERTp of A673_BONE	A-673.bam	5952521;8325530	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615082/SRR8615082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615082/SRR8615082_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/002/SRR8615082	A673_BONE	A673_BONE
PRJNA523380	SAMN10988316	SRS4395237	SRX5414157	SRR8615083	9606	Homo sapiens	TERTp-C32_SKIN	PAIRED	AMPLICON	GENOMIC	PCR	132326	Illumina MiSeq sequencing; TERTp of C32_SKIN	C32.bam	6396485;10098094	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615083/SRR8615083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615083/SRR8615083_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/003/SRR8615083	C32_SKIN	C32_SKIN
PRJNA523380	SAMN10988541	SRS4395236	SRX5414156	SRR8615084	9606	Homo sapiens	TERTp-BEN_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	165962	Illumina MiSeq sequencing; TERTp of BEN_LUNG	BEN.bam	9638754;12811583	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615084/SRR8615084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615084/SRR8615084_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/004/SRR8615084	BEN_LUNG	BEN_LUNG
PRJNA523380	SAMN10988047	SRS4395235	SRX5414155	SRR8615085	9606	Homo sapiens	TERTp-SNU601_STOMACH	PAIRED	AMPLICON	GENOMIC	PCR	170807	Illumina MiSeq sequencing; TERTp of SNU601_STOMACH	SNU-601.bam	7827947;12905486	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615085/SRR8615085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615085/SRR8615085_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/005/SRR8615085	SNU601_STOMACH	SNU601_STOMACH
PRJNA523380	SAMN10987731	SRS4395234	SRX5414154	SRR8615086	9606	Homo sapiens	TERTp-SNU61_LARGE_INTESTINE	PAIRED	AMPLICON	GENOMIC	PCR	200142	Illumina MiSeq sequencing; TERTp of SNU61_LARGE_INTESTINE	SNU-61.bam	9472687;15077568	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615086/SRR8615086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615086/SRR8615086_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/006/SRR8615086	SNU61_LARGE_INTESTINE	SNU61_LARGE_INTESTINE
PRJNA523380	SAMN10988230	SRS4395233	SRX5414153	SRR8615087	9606	Homo sapiens	TERTp-CHL1_SKIN	PAIRED	AMPLICON	GENOMIC	PCR	19347	Illumina MiSeq sequencing; TERTp of CHL1_SKIN	CHL-1.bam	1074100;1526948	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615087/SRR8615087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615087/SRR8615087_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/007/SRR8615087	CHL1_SKIN	CHL1_SKIN
PRJNA523380	SAMN10988517	SRS4395232	SRX5414152	SRR8615088	9606	Homo sapiens	TERTp-CALU3_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	155401	Illumina MiSeq sequencing; TERTp of CALU3_LUNG	Calu-3.bam	7681063;11774952	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615088/SRR8615088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615088/SRR8615088_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/008/SRR8615088	CALU3_LUNG	CALU3_LUNG
PRJNA523380	SAMN10988080	SRS4395231	SRX5414151	SRR8615089	9606	Homo sapiens	TERTp-SNU46_UPPER_AERODIGESTIVE_TRACT	PAIRED	AMPLICON	GENOMIC	PCR	229329	Illumina MiSeq sequencing; TERTp of SNU46_UPPER_AERODIGESTIVE_TRACT	SNU-46.bam	11392513;17413530	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615089/SRR8615089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615089/SRR8615089_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/009/SRR8615089	SNU46_UPPER_AERODIGESTIVE_TRACT	SNU46_UPPER_AERODIGESTIVE_TRACT
PRJNA523380	SAMN10988087	SRS4395230	SRX5414150	SRR8615090	9606	Homo sapiens	TERTp-SNU503_LARGE_INTESTINE	PAIRED	AMPLICON	GENOMIC	PCR	220484	Illumina MiSeq sequencing; TERTp of SNU503_LARGE_INTESTINE	SNU-503.bam	10301351;16717155	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615090/SRR8615090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615090/SRR8615090_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/000/SRR8615090	SNU503_LARGE_INTESTINE	SNU503_LARGE_INTESTINE
PRJNA523380	SAMN10987747	SRS4395229	SRX5414149	SRR8615091	9606	Homo sapiens	TERTp-SNU520_STOMACH	PAIRED	AMPLICON	GENOMIC	PCR	64408	Illumina MiSeq sequencing; TERTp of SNU520_STOMACH	SNU-520.bam	3618707;5021044	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615091/SRR8615091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615091/SRR8615091_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/001/SRR8615091	SNU520_STOMACH	SNU520_STOMACH
PRJNA523380	SAMN10987957	SRS4395228	SRX5414148	SRR8615092	9606	Homo sapiens	TERTp-SNU5_STOMACH	PAIRED	AMPLICON	GENOMIC	PCR	154270	Illumina MiSeq sequencing; TERTp of SNU5_STOMACH	SNU-5.bam	7604394;11747121	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615092/SRR8615092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615092/SRR8615092_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/002/SRR8615092	SNU5_STOMACH	SNU5_STOMACH
PRJNA523380	SAMN10987710	SRS4395227	SRX5414147	SRR8615093	9606	Homo sapiens	TERTp-SNU1197_LARGE_INTESTINE	PAIRED	AMPLICON	GENOMIC	PCR	184220	Illumina MiSeq sequencing; TERTp of SNU1197_LARGE_INTESTINE	SNU-1197.bam	9102922;14068464	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615093/SRR8615093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615093/SRR8615093_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/003/SRR8615093	SNU1197_LARGE_INTESTINE	SNU1197_LARGE_INTESTINE
PRJNA523380	SAMN10988067	SRS4395226	SRX5414146	SRR8615094	9606	Homo sapiens	TERTp-SNU175_LARGE_INTESTINE	PAIRED	AMPLICON	GENOMIC	PCR	175237	Illumina MiSeq sequencing; TERTp of SNU175_LARGE_INTESTINE	SNU-175.bam	8647509;13334478	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615094/SRR8615094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615094/SRR8615094_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/004/SRR8615094	SNU175_LARGE_INTESTINE	SNU175_LARGE_INTESTINE
PRJNA523380	SAMN10988071	SRS4395225	SRX5414145	SRR8615095	9606	Homo sapiens	TERTp-SNU216_STOMACH	PAIRED	AMPLICON	GENOMIC	PCR	160098	Illumina MiSeq sequencing; TERTp of SNU216_STOMACH	SNU-216.bam	7703347;12047031	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615095/SRR8615095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615095/SRR8615095_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/005/SRR8615095	SNU216_STOMACH	SNU216_STOMACH
PRJNA523380	SAMN10988079	SRS4395224	SRX5414144	SRR8615096	9606	Homo sapiens	TERTp-SNU283_LARGE_INTESTINE	PAIRED	AMPLICON	GENOMIC	PCR	153806	Illumina MiSeq sequencing; TERTp of SNU283_LARGE_INTESTINE	SNU-283.bam	7257749;11611188	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615096/SRR8615096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615096/SRR8615096_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/006/SRR8615096	SNU283_LARGE_INTESTINE	SNU283_LARGE_INTESTINE
PRJNA523380	SAMN10988224	SRS4395223	SRX5414143	SRR8615097	9606	Homo sapiens	TERTp-K029AX_SKIN	PAIRED	AMPLICON	GENOMIC	PCR	147467	Illumina MiSeq sequencing; TERTp of K029AX_SKIN	K029AX.bam	7357836;11341259	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615097/SRR8615097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615097/SRR8615097_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/007/SRR8615097	K029AX_SKIN	K029AX_SKIN
PRJNA523380	SAMN10988558	SRS4395222	SRX5414142	SRR8615098	9606	Homo sapiens	TERTp-KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	AMPLICON	GENOMIC	PCR	139752	Illumina MiSeq sequencing; TERTp of KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KCL-22.bam	6955858;10564533	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615098/SRR8615098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615098/SRR8615098_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/008/SRR8615098	KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10987704	SRS4395221	SRX5414141	SRR8615099	9606	Homo sapiens	TERTp-JHOC5_OVARY	PAIRED	AMPLICON	GENOMIC	PCR	170673	Illumina MiSeq sequencing; TERTp of JHOC5_OVARY	JHOC-5.bam	8426023;13128435	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615099/SRR8615099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615099/SRR8615099_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/009/SRR8615099	JHOC5_OVARY	JHOC5_OVARY
PRJNA523380	SAMN10988459	SRS4395220	SRX5414140	SRR8615100	9606	Homo sapiens	TERTp-JL1_PLEURA	PAIRED	AMPLICON	GENOMIC	PCR	24425	Illumina MiSeq sequencing; TERTp of JL1_PLEURA	JL-1.bam	2106757;2082463	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615100/SRR8615100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615100/SRR8615100_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/000/SRR8615100	JL1_PLEURA	JL1_PLEURA
PRJNA523380	SAMN10988152	SRS4395219	SRX5414139	SRR8615101	9606	Homo sapiens	TERTp-ISTMES2_PLEURA	PAIRED	AMPLICON	GENOMIC	PCR	42505	Illumina MiSeq sequencing; TERTp of ISTMES2_PLEURA	IST-MES2.bam	2890523;3475754	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615101/SRR8615101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615101/SRR8615101_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/001/SRR8615101	ISTMES2_PLEURA	ISTMES2_PLEURA
PRJNA523380	SAMN10987783	SRS4395218	SRX5414138	SRR8615102	9606	Homo sapiens	TERTp-JHH5_LIVER	PAIRED	AMPLICON	GENOMIC	PCR	254718	Illumina MiSeq sequencing; TERTp of JHH5_LIVER	JHH-5.bam	14256943;19808575	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615102/SRR8615102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615102/SRR8615102_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/002/SRR8615102	JHH5_LIVER	JHH5_LIVER
PRJNA523380	SAMN10988211	SRS4395217	SRX5414137	SRR8615103	9606	Homo sapiens	TERTp-IPC298_SKIN	PAIRED	AMPLICON	GENOMIC	PCR	170781	Illumina MiSeq sequencing; TERTp of IPC298_SKIN	IPC-298.bam	9905050;13330130	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615103/SRR8615103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615103/SRR8615103_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/003/SRR8615103	IPC298_SKIN	IPC298_SKIN
PRJNA523380	SAMN10987671	SRS4395216	SRX5414136	SRR8615104	9606	Homo sapiens	TERTp-ISTMES1_PLEURA	PAIRED	AMPLICON	GENOMIC	PCR	82946	Illumina MiSeq sequencing; TERTp of ISTMES1_PLEURA	IST-MES1.bam	4979338;6439187	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615104/SRR8615104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615104/SRR8615104_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/004/SRR8615104	ISTMES1_PLEURA	ISTMES1_PLEURA
PRJNA523380	SAMN10987865	SRS4395215	SRX5414135	SRR8615105	9606	Homo sapiens	TERTp-HUG1N_STOMACH	PAIRED	AMPLICON	GENOMIC	PCR	133498	Illumina MiSeq sequencing; TERTp of HUG1N_STOMACH	HuG1-N.bam	7337874;10112870	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615105/SRR8615105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615105/SRR8615105_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/005/SRR8615105	HUG1N_STOMACH	HUG1N_STOMACH
PRJNA523380	SAMN10987936	SRS4395214	SRX5414134	SRR8615106	9606	Homo sapiens	TERTp-IALM_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	118993	Illumina MiSeq sequencing; TERTp of IALM_LUNG	IA-LM.bam	7015235;9232458	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615106/SRR8615106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615106/SRR8615106_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/006/SRR8615106	IALM_LUNG	IALM_LUNG
PRJNA523380	SAMN10988338	SRS4395213	SRX5414133	SRR8615107	9606	Homo sapiens	TERTp-NCIH2106_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	103520	Illumina MiSeq sequencing; TERTp of NCIH2106_LUNG	NCI-H2106.bam	6521214;8181208	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615107/SRR8615107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615107/SRR8615107_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/007/SRR8615107	NCIH2106_LUNG	NCIH2106_LUNG
PRJNA523380	SAMN10987636	SRS4395212	SRX5414132	SRR8615108	9606	Homo sapiens	TERTp-NCIH2087_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	148532	Illumina MiSeq sequencing; TERTp of NCIH2087_LUNG	NCI-H2087.bam	6703017;11064579	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615108/SRR8615108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615108/SRR8615108_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/008/SRR8615108	NCIH2087_LUNG	NCIH2087_LUNG
PRJNA523380	SAMN10988157	SRS4395211	SRX5414131	SRR8615109	9606	Homo sapiens	TERTp-NCIH1838_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	177974	Illumina MiSeq sequencing; TERTp of NCIH1838_LUNG	NCI-H1838.bam	11373560;14407958	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615109/SRR8615109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615109/SRR8615109_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/009/SRR8615109	NCIH1838_LUNG	NCIH1838_LUNG
PRJNA523380	SAMN10988321	SRS4395210	SRX5414130	SRR8615110	9606	Homo sapiens	TERTp-NCIH1781_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	242030	Illumina MiSeq sequencing; TERTp of NCIH1781_LUNG	NCI-H1781.bam	13325193;18454033	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615110/SRR8615110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615110/SRR8615110_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/000/SRR8615110	NCIH1781_LUNG	NCIH1781_LUNG
PRJNA523380	SAMN10988538	SRS4395209	SRX5414129	SRR8615111	9606	Homo sapiens	TERTp-NCIH1944_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	164881	Illumina MiSeq sequencing; TERTp of NCIH1944_LUNG	NCI-H1944.bam	8566988;12757149	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615111/SRR8615111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615111/SRR8615111_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/001/SRR8615111	NCIH1944_LUNG	NCIH1944_LUNG
PRJNA523380	SAMN10987732	SRS4395208	SRX5414128	SRR8615112	9606	Homo sapiens	TERTp-NCIH1915_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	140241	Illumina MiSeq sequencing; TERTp of NCIH1915_LUNG	NCI-H1915.bam	7599413;10850901	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615112/SRR8615112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615112/SRR8615112_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/002/SRR8615112	NCIH1915_LUNG	NCIH1915_LUNG
PRJNA523380	SAMN10988117	SRS4395207	SRX5414127	SRR8615113	9606	Homo sapiens	TERTp-NCIH2023_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	96738	Illumina MiSeq sequencing; TERTp of NCIH2023_LUNG	NCI-H2023.bam	4504562;7314815	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615113/SRR8615113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615113/SRR8615113_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/003/SRR8615113	NCIH2023_LUNG	NCIH2023_LUNG
PRJNA523380	SAMN10988519	SRS4395206	SRX5414126	SRR8615114	9606	Homo sapiens	TERTp-NCIH2009_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	175566	Illumina MiSeq sequencing; TERTp of NCIH2009_LUNG	NCI-H2009.bam	10453641;13725556	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615114/SRR8615114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615114/SRR8615114_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/004/SRR8615114	NCIH2009_LUNG	NCIH2009_LUNG
PRJNA523380	SAMN10987638	SRS4395205	SRX5414125	SRR8615115	9606	Homo sapiens	TERTp-NCIH2085_LUNG	PAIRED	AMPLICON	GENOMIC	PCR	208341	Illumina MiSeq sequencing; TERTp of NCIH2085_LUNG	NCI-H2085.bam	11661841;15878954	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615115/SRR8615115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615115/SRR8615115_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/005/SRR8615115	NCIH2085_LUNG	NCIH2085_LUNG
