accession	altitude	assembly_quality	assembly_software	base_count	binning_software	bio_material	broker_name	cell_line	cell_type	center_name	checklist	collected_by	collection_date	collection_date_submitted	completeness_score	contamination_score	country	cram_index_aspera	cram_index_ftp	cram_index_galaxy	cultivar	culture_collection	depth	description	dev_stage	ecotype	elevation	environment_biome	environment_feature	environment_material	environmental_package	environmental_sample	experiment_accession	experiment_alias	experiment_title	experimental_factor	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	first_created	first_public	germline	host	host_body_site	host_genotype	host_gravidity	host_growth_conditions	host_phenotype	host_sex	host_status	host_tax_id	identified_by	instrument_model	instrument_platform	investigation_type	isolate	isolation_source	last_updated	lat	library_construction_protocol	library_layout	library_name	library_selection	library_source	library_strategy	location	lon	mating_type	nominal_length	nominal_sdev	parent_study	ph	project_name	protocol_label	read_count	run_accession	run_alias	salinity	sample_accession	sample_alias	sample_capture_status	sample_collection	sample_description	sample_material	sample_title	replicate	developmental_stage	cell_type_name	cell_line_name	condition	timepoint	timepoint_units	sampling_campaign	sampling_platform	sampling_site	scientific_name	secondary_sample_accession	secondary_study_accession	sequencing_method	serotype	serovar	sex	specimen_voucher	sra_aspera	sra_bytes	sra_ftp	sra_galaxy	sra_md5	strain	study_accession	study_alias	study_title	sub_species	sub_strain	submission_accession	submission_tool	submitted_aspera	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_host_sex	submitted_md5	submitted_sex	target_gene	tax_id	taxonomic_classification	taxonomic_identity_marker	temperature	tissue_lib	tissue_type	variety
SAMN13618544				15170969418				165-B-3	ROSETTE	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE								FALSE	SRX7413873	R16-854_H7V3TBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/054/SRR10738354/SRR10738354_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/054/SRR10738354/SRR10738354_2.fastq.gz	3616492355;4153402705	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/054/SRR10738354/SRR10738354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/054/SRR10738354/SRR10738354_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/054/SRR10738354/SRR10738354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/054/SRR10738354/SRR10738354_2.fastq.gz	291d6dd3d6616c957f7a1acbe57a1e7f;440b2706103eb5e77fa814a9469b97c0	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-3		12/20/19			PAIRED	R16-854_H7V3TBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										75103809	SRR10738354	R16-854_H7V3TBBXX_S17_L004_R1_001.fastq.gz		SAMN13618544	R16-854_H7V3TBBXX			R16-854		R16-854				ROSETTE	ROSETTE						Homo sapiens	SRS5860740	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/054/SRR10738354	5640584455	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/054/SRR10738354	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/054/SRR10738354	35b54f53375ce4b681d9891d039d8b00		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN16263251				2105715218						GEO														NextSeq 500 sequencing; GSM4803237: iPSC_Rep1; Homo sapiens; RNA-Seq								FALSE	SRX9191380	GSM4803237	NextSeq 500 sequencing; GSM4803237: iPSC_Rep1; Homo sapiens; RNA-Seq		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR127/030/SRR12712530/SRR12712530.fastq.gz	1192576425	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/030/SRR12712530/SRR12712530.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/030/SRR12712530/SRR12712530.fastq.gz	24bccb1dac1f6bf80e759d84d51dece7	11/11/20	11/11/20	FALSE											NextSeq 500	ILLUMINA				11/11/20		"Total RNA was isolated from iPSCs at day-2 (mesoderm) or days 25-30 (cardiomyocytes) of differentiation using Trizol. For each sample, RNA from biological replicates (n=4) was collected and TruSeq Stranded mRNA libraries were sequenced on an Illumina NextSeq 500/550 v2.5 platform (Illumina) as single-end reads. TruSeq Stranded mRNA library preparation kit (Illumina)"	SINGLE		cDNA	TRANSCRIPTOMIC	RNA-Seq						PRJNA9558				27888698	SRR12712530	GSM4803237_r1		SAMN16263251	GSM4803237			iPSC_Rep1		iPSC_Rep1	1				iPSC	0	days				Homo sapiens	SRS7427350	SRP285389						fasp.sra.ebi.ac.uk:/vol1/srr/SRR127/030/SRR12712530	826468241	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/030/SRR12712530	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/030/SRR12712530	33143040054de771952a4f4cf167ca6f		PRJNA665705	GSE158578	RNA-seq of human induced pluripotent stem cell differentiation into cardiomyocytes using Wnt inhibition			SRA1131632											9606						
SAMN16263250				2048181831						GEO														NextSeq 500 sequencing; GSM4803238: iPSC_Rep2; Homo sapiens; RNA-Seq								FALSE	SRX9191381	GSM4803238	NextSeq 500 sequencing; GSM4803238: iPSC_Rep2; Homo sapiens; RNA-Seq		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR127/031/SRR12712531/SRR12712531.fastq.gz	1160340904	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/031/SRR12712531/SRR12712531.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/031/SRR12712531/SRR12712531.fastq.gz	ae698ab3289be9be116d758363d4bcf2	11/11/20	11/11/20	FALSE											NextSeq 500	ILLUMINA				11/11/20		"Total RNA was isolated from iPSCs at day-2 (mesoderm) or days 25-30 (cardiomyocytes) of differentiation using Trizol. For each sample, RNA from biological replicates (n=4) was collected and TruSeq Stranded mRNA libraries were sequenced on an Illumina NextSeq 500/550 v2.5 platform (Illumina) as single-end reads. TruSeq Stranded mRNA library preparation kit (Illumina)"	SINGLE		cDNA	TRANSCRIPTOMIC	RNA-Seq						PRJNA9558				27128291	SRR12712531	GSM4803238_r1		SAMN16263250	GSM4803238			iPSC_Rep2		iPSC_Rep2	2				iPSC	0	days				Homo sapiens	SRS7427351	SRP285389						fasp.sra.ebi.ac.uk:/vol1/srr/SRR127/031/SRR12712531	805798473	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/031/SRR12712531	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/031/SRR12712531	59e4f8b5b1c7f613d7d79d19886410cb		PRJNA665705	GSE158578	RNA-seq of human induced pluripotent stem cell differentiation into cardiomyocytes using Wnt inhibition			SRA1131632											9606						
SAMN16263249				2578851514						GEO														NextSeq 500 sequencing; GSM4803239: iPSC_Rep3; Homo sapiens; RNA-Seq								FALSE	SRX9191382	GSM4803239	NextSeq 500 sequencing; GSM4803239: iPSC_Rep3; Homo sapiens; RNA-Seq		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR127/032/SRR12712532/SRR12712532.fastq.gz	1456576787	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/032/SRR12712532/SRR12712532.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/032/SRR12712532/SRR12712532.fastq.gz	4a866b98ff3aeb63c9809797a0062953	11/11/20	11/11/20	FALSE											NextSeq 500	ILLUMINA				11/11/20		"Total RNA was isolated from iPSCs at day-2 (mesoderm) or days 25-30 (cardiomyocytes) of differentiation using Trizol. For each sample, RNA from biological replicates (n=4) was collected and TruSeq Stranded mRNA libraries were sequenced on an Illumina NextSeq 500/550 v2.5 platform (Illumina) as single-end reads. TruSeq Stranded mRNA library preparation kit (Illumina)"	SINGLE		cDNA	TRANSCRIPTOMIC	RNA-Seq						PRJNA9558				34155167	SRR12712532	GSM4803239_r1		SAMN16263249	GSM4803239			iPSC_Rep3		iPSC_Rep3	3				iPSC	0	days				Homo sapiens	SRS7427352	SRP285389						fasp.sra.ebi.ac.uk:/vol1/srr/SRR127/032/SRR12712532	1009766179	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/032/SRR12712532	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/032/SRR12712532	8c885a8e1930cf9cb20edb654beeff6b		PRJNA665705	GSE158578	RNA-seq of human induced pluripotent stem cell differentiation into cardiomyocytes using Wnt inhibition			SRA1131632											9606						
SAMN16263248				2279192995						GEO														NextSeq 500 sequencing; GSM4803240: iPSC_Rep4; Homo sapiens; RNA-Seq								FALSE	SRX9191383	GSM4803240	NextSeq 500 sequencing; GSM4803240: iPSC_Rep4; Homo sapiens; RNA-Seq		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR127/033/SRR12712533/SRR12712533.fastq.gz	1295818189	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/033/SRR12712533/SRR12712533.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/033/SRR12712533/SRR12712533.fastq.gz	dfbbc5bbbd67e0401e1ebf8852f14c61	11/11/20	11/11/20	FALSE											NextSeq 500	ILLUMINA				11/11/20		"Total RNA was isolated from iPSCs at day-2 (mesoderm) or days 25-30 (cardiomyocytes) of differentiation using Trizol. For each sample, RNA from biological replicates (n=4) was collected and TruSeq Stranded mRNA libraries were sequenced on an Illumina NextSeq 500/550 v2.5 platform (Illumina) as single-end reads. TruSeq Stranded mRNA library preparation kit (Illumina)"	SINGLE		cDNA	TRANSCRIPTOMIC	RNA-Seq						PRJNA9558				30183431	SRR12712533	GSM4803240_r1		SAMN16263248	GSM4803240			iPSC_Rep4		iPSC_Rep4	4				iPSC	0	days				Homo sapiens	SRS7427353	SRP285389						fasp.sra.ebi.ac.uk:/vol1/srr/SRR127/033/SRR12712533	898944839	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/033/SRR12712533	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/033/SRR12712533	96f7a313a8fccff44ad4878c7117ba46		PRJNA665705	GSE158578	RNA-seq of human induced pluripotent stem cell differentiation into cardiomyocytes using Wnt inhibition			SRA1131632											9606						
SAMN16263247				2534371340						GEO														NextSeq 500 sequencing; GSM4803241: Mesoderm (day 2)_Rep1; Homo sapiens; RNA-Seq								FALSE	SRX9191384	GSM4803241	NextSeq 500 sequencing; GSM4803241: Mesoderm (day 2)_Rep1; Homo sapiens; RNA-Seq		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR127/034/SRR12712534/SRR12712534.fastq.gz	1431126688	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/034/SRR12712534/SRR12712534.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/034/SRR12712534/SRR12712534.fastq.gz	6e56b54c675692bdfae0290f005c1fd0	11/11/20	11/11/20	FALSE											NextSeq 500	ILLUMINA				11/11/20		"Total RNA was isolated from iPSCs at day-2 (mesoderm) or days 25-30 (cardiomyocytes) of differentiation using Trizol. For each sample, RNA from biological replicates (n=4) was collected and TruSeq Stranded mRNA libraries were sequenced on an Illumina NextSeq 500/550 v2.5 platform (Illumina) as single-end reads. TruSeq Stranded mRNA library preparation kit (Illumina)"	SINGLE		cDNA	TRANSCRIPTOMIC	RNA-Seq						PRJNA9558				33563874	SRR12712534	GSM4803241_r1		SAMN16263247	GSM4803241			Mesoderm (day 2)_Rep1		Mesoderm (day 2)_Rep1	1				MESODERM	2	days				Homo sapiens	SRS7427354	SRP285389						fasp.sra.ebi.ac.uk:/vol1/srr/SRR127/034/SRR12712534	991823856	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/034/SRR12712534	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/034/SRR12712534	c885154cf5075c40cef857c1a3021632		PRJNA665705	GSE158578	RNA-seq of human induced pluripotent stem cell differentiation into cardiomyocytes using Wnt inhibition			SRA1131632											9606						
SAMN16263244				2208390668						GEO														NextSeq 500 sequencing; GSM4803242: Mesoderm (day 2)_Rep2; Homo sapiens; RNA-Seq								FALSE	SRX9191385	GSM4803242	NextSeq 500 sequencing; GSM4803242: Mesoderm (day 2)_Rep2; Homo sapiens; RNA-Seq		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR127/035/SRR12712535/SRR12712535.fastq.gz	1257050453	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/035/SRR12712535/SRR12712535.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/035/SRR12712535/SRR12712535.fastq.gz	aec906df3e40e4775b7a3efccdbf10a2	11/11/20	11/11/20	FALSE											NextSeq 500	ILLUMINA				11/11/20		"Total RNA was isolated from iPSCs at day-2 (mesoderm) or days 25-30 (cardiomyocytes) of differentiation using Trizol. For each sample, RNA from biological replicates (n=4) was collected and TruSeq Stranded mRNA libraries were sequenced on an Illumina NextSeq 500/550 v2.5 platform (Illumina) as single-end reads. TruSeq Stranded mRNA library preparation kit (Illumina)"	SINGLE		cDNA	TRANSCRIPTOMIC	RNA-Seq						PRJNA9558				29305442	SRR12712535	GSM4803242_r1		SAMN16263244	GSM4803242			Mesoderm (day 2)_Rep2		Mesoderm (day 2)_Rep2	2				MESODERM	2	days				Homo sapiens	SRS7427355	SRP285389						fasp.sra.ebi.ac.uk:/vol1/srr/SRR127/035/SRR12712535	874318567	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/035/SRR12712535	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/035/SRR12712535	3b8d5eac3cd9b6f7a867f8811ebdcc8a		PRJNA665705	GSE158578	RNA-seq of human induced pluripotent stem cell differentiation into cardiomyocytes using Wnt inhibition			SRA1131632											9606						
SAMN16263243				3171358562						GEO														NextSeq 500 sequencing; GSM4803243: Mesoderm (day 2)_Rep3; Homo sapiens; RNA-Seq								FALSE	SRX9191386	GSM4803243	NextSeq 500 sequencing; GSM4803243: Mesoderm (day 2)_Rep3; Homo sapiens; RNA-Seq		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR127/036/SRR12712536/SRR12712536.fastq.gz	1792200555	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/036/SRR12712536/SRR12712536.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/036/SRR12712536/SRR12712536.fastq.gz	66cf69b5d8755f65cb6f2a79a6aa759f	11/11/20	11/11/20	FALSE											NextSeq 500	ILLUMINA				11/11/20		"Total RNA was isolated from iPSCs at day-2 (mesoderm) or days 25-30 (cardiomyocytes) of differentiation using Trizol. For each sample, RNA from biological replicates (n=4) was collected and TruSeq Stranded mRNA libraries were sequenced on an Illumina NextSeq 500/550 v2.5 platform (Illumina) as single-end reads. TruSeq Stranded mRNA library preparation kit (Illumina)"	SINGLE		cDNA	TRANSCRIPTOMIC	RNA-Seq						PRJNA9558				42009888	SRR12712536	GSM4803243_r1		SAMN16263243	GSM4803243			Mesoderm (day 2)_Rep3		Mesoderm (day 2)_Rep3	3				MESODERM	2	days				Homo sapiens	SRS7427356	SRP285389						fasp.sra.ebi.ac.uk:/vol1/srr/SRR127/036/SRR12712536	1241659644	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/036/SRR12712536	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/036/SRR12712536	bd75822b702672941c24cab873fa64f9		PRJNA665705	GSE158578	RNA-seq of human induced pluripotent stem cell differentiation into cardiomyocytes using Wnt inhibition			SRA1131632											9606						
SAMN16263242				2860411382						GEO														NextSeq 500 sequencing; GSM4803244: Mesoderm (day 2)_Rep4; Homo sapiens; RNA-Seq								FALSE	SRX9191387	GSM4803244	NextSeq 500 sequencing; GSM4803244: Mesoderm (day 2)_Rep4; Homo sapiens; RNA-Seq		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR127/037/SRR12712537/SRR12712537.fastq.gz	1622829130	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/037/SRR12712537/SRR12712537.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/037/SRR12712537/SRR12712537.fastq.gz	7ed34403c5e02b0829ab00fc8a467bcb	11/11/20	11/11/20	FALSE											NextSeq 500	ILLUMINA				11/11/20		"Total RNA was isolated from iPSCs at day-2 (mesoderm) or days 25-30 (cardiomyocytes) of differentiation using Trizol. For each sample, RNA from biological replicates (n=4) was collected and TruSeq Stranded mRNA libraries were sequenced on an Illumina NextSeq 500/550 v2.5 platform (Illumina) as single-end reads. TruSeq Stranded mRNA library preparation kit (Illumina)"	SINGLE		cDNA	TRANSCRIPTOMIC	RNA-Seq						PRJNA9558				37877279	SRR12712537	GSM4803244_r1		SAMN16263242	GSM4803244			Mesoderm (day 2)_Rep4		Mesoderm (day 2)_Rep4	4				MESODERM	2	days				Homo sapiens	SRS7427357	SRP285389						fasp.sra.ebi.ac.uk:/vol1/srr/SRR127/037/SRR12712537	1124335267	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/037/SRR12712537	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/037/SRR12712537	5db7f224c3fced27d3b9b121dace13f6		PRJNA665705	GSE158578	RNA-seq of human induced pluripotent stem cell differentiation into cardiomyocytes using Wnt inhibition			SRA1131632											9606						
SAMN16263241				1212752478						GEO														NextSeq 500 sequencing; GSM4803245: Cardiomyocyte (day 25-30)_Rep1; Homo sapiens; RNA-Seq								FALSE	SRX9191388	GSM4803245	NextSeq 500 sequencing; GSM4803245: Cardiomyocyte (day 25-30)_Rep1; Homo sapiens; RNA-Seq		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR127/038/SRR12712538/SRR12712538.fastq.gz	676985210	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/038/SRR12712538/SRR12712538.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/038/SRR12712538/SRR12712538.fastq.gz	243bb1635ed1db0e147dee08a560fa19	11/11/20	11/11/20	FALSE											NextSeq 500	ILLUMINA				11/11/20		"Total RNA was isolated from iPSCs at day-2 (mesoderm) or days 25-30 (cardiomyocytes) of differentiation using Trizol. For each sample, RNA from biological replicates (n=4) was collected and TruSeq Stranded mRNA libraries were sequenced on an Illumina NextSeq 500/550 v2.5 platform (Illumina) as single-end reads. TruSeq Stranded mRNA library preparation kit (Illumina)"	SINGLE		cDNA	TRANSCRIPTOMIC	RNA-Seq						PRJNA9558				16069042	SRR12712538	GSM4803245_r1		SAMN16263241	GSM4803245			Cardiomyocyte (day 25-30)_Rep1		Cardiomyocyte (day 25-30)_Rep1	1				CARDIOMYOCYTE	25-30	days				Homo sapiens	SRS7427358	SRP285389						fasp.sra.ebi.ac.uk:/vol1/srr/SRR127/038/SRR12712538	469149125	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/038/SRR12712538	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/038/SRR12712538	2e2b6d705497745a18f9b01e0fe8af7e		PRJNA665705	GSE158578	RNA-seq of human induced pluripotent stem cell differentiation into cardiomyocytes using Wnt inhibition			SRA1131632											9606						
SAMN16263240				1361657829						GEO														NextSeq 500 sequencing; GSM4803246: Cardiomyocyte (day 25-30)_Rep2; Homo sapiens; RNA-Seq								FALSE	SRX9191389	GSM4803246	NextSeq 500 sequencing; GSM4803246: Cardiomyocyte (day 25-30)_Rep2; Homo sapiens; RNA-Seq		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR127/039/SRR12712539/SRR12712539.fastq.gz	761090531	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/039/SRR12712539/SRR12712539.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/039/SRR12712539/SRR12712539.fastq.gz	5f16d64a74268a1e35b0b865d9f06a8d	11/11/20	11/11/20	FALSE											NextSeq 500	ILLUMINA				11/11/20		"Total RNA was isolated from iPSCs at day-2 (mesoderm) or days 25-30 (cardiomyocytes) of differentiation using Trizol. For each sample, RNA from biological replicates (n=4) was collected and TruSeq Stranded mRNA libraries were sequenced on an Illumina NextSeq 500/550 v2.5 platform (Illumina) as single-end reads. TruSeq Stranded mRNA library preparation kit (Illumina)"	SINGLE		cDNA	TRANSCRIPTOMIC	RNA-Seq						PRJNA9558				18036336	SRR12712539	GSM4803246_r1		SAMN16263240	GSM4803246			Cardiomyocyte (day 25-30)_Rep2		Cardiomyocyte (day 25-30)_Rep2	2				CARDIOMYOCYTE	25-30	days				Homo sapiens	SRS7427359	SRP285389						fasp.sra.ebi.ac.uk:/vol1/srr/SRR127/039/SRR12712539	526794330	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/039/SRR12712539	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/039/SRR12712539	358736572d2ffb6baffc0f1f233fcde0		PRJNA665705	GSE158578	RNA-seq of human induced pluripotent stem cell differentiation into cardiomyocytes using Wnt inhibition			SRA1131632											9606						
SAMN16263238				1476112165						GEO														NextSeq 500 sequencing; GSM4803247: Cardiomyocyte (day 25-30)_Rep3; Homo sapiens; RNA-Seq								FALSE	SRX9191390	GSM4803247	NextSeq 500 sequencing; GSM4803247: Cardiomyocyte (day 25-30)_Rep3; Homo sapiens; RNA-Seq		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR127/040/SRR12712540/SRR12712540.fastq.gz	823665730	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/040/SRR12712540/SRR12712540.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/040/SRR12712540/SRR12712540.fastq.gz	e4dc364103b90aafb0bafe612d3a3628	11/11/20	11/11/20	FALSE											NextSeq 500	ILLUMINA				11/11/20		"Total RNA was isolated from iPSCs at day-2 (mesoderm) or days 25-30 (cardiomyocytes) of differentiation using Trizol. For each sample, RNA from biological replicates (n=4) was collected and TruSeq Stranded mRNA libraries were sequenced on an Illumina NextSeq 500/550 v2.5 platform (Illumina) as single-end reads. TruSeq Stranded mRNA library preparation kit (Illumina)"	SINGLE		cDNA	TRANSCRIPTOMIC	RNA-Seq						PRJNA9558				19552840	SRR12712540	GSM4803247_r1		SAMN16263238	GSM4803247			Cardiomyocyte (day 25-30)_Rep3		Cardiomyocyte (day 25-30)_Rep3	3				CARDIOMYOCYTE	25-30	days				Homo sapiens	SRS7427360	SRP285389						fasp.sra.ebi.ac.uk:/vol1/srr/SRR127/040/SRR12712540	569751541	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/040/SRR12712540	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/040/SRR12712540	d5e3956973946758bac06960af361499		PRJNA665705	GSE158578	RNA-seq of human induced pluripotent stem cell differentiation into cardiomyocytes using Wnt inhibition			SRA1131632											9606						
SAMN16263236				1724695879						GEO														NextSeq 500 sequencing; GSM4803248: Cardiomyocyte (day 25-30)_Rep4; Homo sapiens; RNA-Seq								FALSE	SRX9191391	GSM4803248	NextSeq 500 sequencing; GSM4803248: Cardiomyocyte (day 25-30)_Rep4; Homo sapiens; RNA-Seq		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR127/041/SRR12712541/SRR12712541.fastq.gz	969656906	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/041/SRR12712541/SRR12712541.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/041/SRR12712541/SRR12712541.fastq.gz	850aaeb73fe8bae0d7b707819ac56891	11/11/20	11/11/20	FALSE											NextSeq 500	ILLUMINA				11/11/20		"Total RNA was isolated from iPSCs at day-2 (mesoderm) or days 25-30 (cardiomyocytes) of differentiation using Trizol. For each sample, RNA from biological replicates (n=4) was collected and TruSeq Stranded mRNA libraries were sequenced on an Illumina NextSeq 500/550 v2.5 platform (Illumina) as single-end reads. TruSeq Stranded mRNA library preparation kit (Illumina)"	SINGLE		cDNA	TRANSCRIPTOMIC	RNA-Seq						PRJNA9558				22856386	SRR12712541	GSM4803248_r1		SAMN16263236	GSM4803248			Cardiomyocyte (day 25-30)_Rep4		Cardiomyocyte (day 25-30)_Rep4	4				CARDIOMYOCYTE	25-30	days				Homo sapiens	SRS7427361	SRP285389						fasp.sra.ebi.ac.uk:/vol1/srr/SRR127/041/SRR12712541	671739430	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/041/SRR12712541	ftp.sra.ebi.ac.uk/vol1/srr/SRR127/041/SRR12712541	5bcf8cf9106e291131c1f447067a9137		PRJNA665705	GSE158578	RNA-seq of human induced pluripotent stem cell differentiation into cardiomyocytes using Wnt inhibition			SRA1131632											9606						
SAMN06603902				4156655500					pluripotent stem cell															Illumina HiSeq 2500 sequencing; GSM2537118: Day 0 PSCs_A; Homo sapiens; RNA-Seq								FALSE	SRX2642147	GSM2537118	Illumina HiSeq 2500 sequencing; GSM2537118: Day 0 PSCs_A; Homo sapiens; RNA-Seq		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR534/009/SRR5345469/SRR5345469.fastq.gz	2689811138	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5345469/SRR5345469.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5345469/SRR5345469.fastq.gz	1b51fe0b995d19d648ad322cb7fffd42	10/12/17	10/12/17	FALSE											Illumina HiSeq 2500	ILLUMINA				10/12/17		Illumina TruSeq RNA Sample Preparation Kit v2 The libraries from individual samples were pooled in groups of four for cluster generation on the Illumina cBot using Illumina TruSeq Paired-End Cluster Kit. Each sample was sequenced four per lane on the Illumina HiSeq 2500 to generate more than 30 million single end 100-bp reads.	SINGLE		cDNA	TRANSCRIPTOMIC	RNA-Seq						PRJNA9558				41566555	SRR5345469	GSM2537118_r1		SAMN06603902	GSM2537118			Day 0 PSCs_A		Day 0 PSCs_A				pluripotent stem cell	iPSC	0	days				Homo sapiens	SRS2049585	SRP101943						fasp.sra.ebi.ac.uk:/vol1/srr/SRR534/009/SRR5345469	1960760023	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/009/SRR5345469	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/009/SRR5345469	f0fe2b4ac78140cee663eb97f8e05e5c		PRJNA379280	GSE96642	Generation of mature lung alveolar epithelial cells from human pluripotent stem cells			SRA546263											9606						
