"accession"	"altitude"	"assembly_quality"	"assembly_software"	"base_count"	"binning_software"	"bio_material"	"broker_name"	"cell_line"	"cell_type"	"center_name"	"checklist"	"collected_by"	"collection_date"	"collection_date_submitted"	"completeness_score"	"contamination_score"	"country"	"cram_index_aspera"	"cram_index_ftp"	"cram_index_galaxy"	"cultivar"	"culture_collection"	"depth"	"description"	"dev_stage"	"ecotype"	"elevation"	"environment_biome"	"environment_feature"	"environment_material"	"environmental_package"	"environmental_sample"	"experiment_accession"	"experiment_alias"	"experiment_title"	"experimental_factor"	"fastq_aspera"	"fastq_bytes"	"fastq_ftp"	"fastq_galaxy"	"fastq_md5"	"first_created"	"first_public"	"germline"	"host"	"host_body_site"	"host_genotype"	"host_gravidity"	"host_growth_conditions"	"host_phenotype"	"host_sex"	"host_status"	"host_tax_id"	"identified_by"	"instrument_model"	"instrument_platform"	"investigation_type"	"isolate"	"isolation_source"	"last_updated"	"lat"	"library_construction_protocol"	"library_layout"	"library_name"	"library_selection"	"library_source"	"library_strategy"	"location"	"lon"	"mating_type"	"nominal_length"	"nominal_sdev"	"parent_study"	"ph"	"project_name"	"protocol_label"	"read_count"	"run_accession"	"run_alias"	"salinity"	"sample_accession"	"sample_alias"	"sample_capture_status"	"sample_collection"	"sample_description"	"sample_material"	"sample_title"	"replicate"	"DepMap_ID"	"CCLE_Name"	"cell_line_name"	"condition"	"pert_concentration"	"pert_concentration_units"	"pert_time"	"pert_time_units"	"sampling_campaign"	"sampling_platform"	"sampling_site"	"scientific_name"	"secondary_sample_accession"	"secondary_study_accession"	"sequencing_method"	"serotype"	"serovar"	"sex"	"specimen_voucher"	"sra_aspera"	"sra_bytes"	"sra_ftp"	"sra_galaxy"	"sra_md5"	"strain"	"study_accession"	"study_alias"	"study_title"	"sub_species"	"sub_strain"	"submission_accession"	"submission_tool"	"submitted_aspera"	"submitted_bytes"	"submitted_format"	"submitted_ftp"	"submitted_galaxy"	"submitted_host_sex"	"submitted_md5"	"submitted_sex"	"target_gene"	"tax_id"	"taxonomic_classification"	"taxonomic_identity_marker"	"temperature"	"tissue_lib"	"tissue_type"	"variety"
"SAMN06298897"				10833254800				"K562"		"GEO"														"Illumina HiSeq 2000 sequencing; GSM2477628: K562 SF3B1 K700E DMSO 1; Homo sapiens; RNA-Seq"								"false"	"SRX2538861"	"GSM2477628"	"Illumina HiSeq 2000 sequencing; GSM2477628: K562 SF3B1 K700E DMSO 1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR523/004/SRR5230314/SRR5230314_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR523/004/SRR5230314/SRR5230314_2.fastq.gz"	"2827187872;3216883048"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/004/SRR5230314/SRR5230314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/004/SRR5230314/SRR5230314_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/004/SRR5230314/SRR5230314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/004/SRR5230314/SRR5230314_2.fastq.gz"	"3c1513d8e304025f9b5e38d5565a2631;3cf9df45790ea94c12f6629f9a37b53c"	2017-12-23	2017-12-23	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-12-23		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA375127;PRJNA9558"				54166274	"SRR5230314"	"GSM2477628_r1"		"SAMN06298897"	"GSM2477628"			"K562 SF3B1 K700E DMSO 1"		"K562 SF3B1 K700E DMSO 1"	1	"ACH-000551"	"K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DMSO_AND_SF3B1_K700E_MUTATION"								"Homo sapiens"	"SRS1958605"	"SRP098887"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR523/004/SRR5230314"	4170688116	"ftp.sra.ebi.ac.uk/vol1/srr/SRR523/004/SRR5230314"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR523/004/SRR5230314"	"190382dba3ba4de8b2e816b3d226af5e"		"PRJNA371421"	"GSE94528"	"H3B-8800, a novel oral splicing modulator, induces lethality in spliceosome mutant cancers [K562]"			"SRA535666"											9606						
"SAMN06298896"				10779536600				"K562"		"GEO"														"Illumina HiSeq 2000 sequencing; GSM2477629: K562 SF3B1 K700E DMSO 2; Homo sapiens; RNA-Seq"								"false"	"SRX2538862"	"GSM2477629"	"Illumina HiSeq 2000 sequencing; GSM2477629: K562 SF3B1 K700E DMSO 2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR523/005/SRR5230315/SRR5230315_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR523/005/SRR5230315/SRR5230315_2.fastq.gz"	"3227058382;3179690469"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/005/SRR5230315/SRR5230315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/005/SRR5230315/SRR5230315_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/005/SRR5230315/SRR5230315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/005/SRR5230315/SRR5230315_2.fastq.gz"	"b210bb837e7d71a68de10b6f9cf7b4fd;ea7c2bd8c4a42940fe94d807e3a7cfb9"	2017-12-23	2017-12-23	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-12-23		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA375127;PRJNA9558"				53897683	"SRR5230315"	"GSM2477629_r1"		"SAMN06298896"	"GSM2477629"			"K562 SF3B1 K700E DMSO 2"		"K562 SF3B1 K700E DMSO 2"	2	"ACH-000551"	"K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DMSO_AND_SF3B1_K700E_MUTATION"								"Homo sapiens"	"SRS1958606"	"SRP098887"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR523/005/SRR5230315"	4461561356	"ftp.sra.ebi.ac.uk/vol1/srr/SRR523/005/SRR5230315"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR523/005/SRR5230315"	"f7c89bc7d3596abc7ffd55afc2168d83"		"PRJNA371421"	"GSE94528"	"H3B-8800, a novel oral splicing modulator, induces lethality in spliceosome mutant cancers [K562]"			"SRA535666"											9606						
"SAMN06298895"				10844163200				"K562"		"GEO"														"Illumina HiSeq 2000 sequencing; GSM2477630: K562 SF3B1 K700E DMSO 3; Homo sapiens; RNA-Seq"								"false"	"SRX2538863"	"GSM2477630"	"Illumina HiSeq 2000 sequencing; GSM2477630: K562 SF3B1 K700E DMSO 3; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR523/006/SRR5230316/SRR5230316_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR523/006/SRR5230316/SRR5230316_2.fastq.gz"	"2775804736;3230308128"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/006/SRR5230316/SRR5230316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/006/SRR5230316/SRR5230316_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/006/SRR5230316/SRR5230316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/006/SRR5230316/SRR5230316_2.fastq.gz"	"ccba4b596644563a31ebdc9c3f9bddea;d8512055d465a83a5b0263a804186e52"	2017-12-23	2017-12-23	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-12-23		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA375127;PRJNA9558"				54220816	"SRR5230316"	"GSM2477630_r1"		"SAMN06298895"	"GSM2477630"			"K562 SF3B1 K700E DMSO 3"		"K562 SF3B1 K700E DMSO 3"	3	"ACH-000551"	"K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DMSO_AND_SF3B1_K700E_MUTATION"								"Homo sapiens"	"SRS1958607"	"SRP098887"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR523/006/SRR5230316"	4147467983	"ftp.sra.ebi.ac.uk/vol1/srr/SRR523/006/SRR5230316"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR523/006/SRR5230316"	"6401e590f0a0c691f2351470a943c295"		"PRJNA371421"	"GSE94528"	"H3B-8800, a novel oral splicing modulator, induces lethality in spliceosome mutant cancers [K562]"			"SRA535666"											9606						
"SAMN06298894"				11040594800				"K562"		"GEO"														"Illumina HiSeq 2000 sequencing; GSM2477631: K562 SF3B1 K700E 38800 1xGI50 1; Homo sapiens; RNA-Seq"								"false"	"SRX2538864"	"GSM2477631"	"Illumina HiSeq 2000 sequencing; GSM2477631: K562 SF3B1 K700E 38800 1xGI50 1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR523/007/SRR5230317/SRR5230317_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR523/007/SRR5230317/SRR5230317_2.fastq.gz"	"2841983436;3276533972"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/007/SRR5230317/SRR5230317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/007/SRR5230317/SRR5230317_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/007/SRR5230317/SRR5230317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/007/SRR5230317/SRR5230317_2.fastq.gz"	"e4facd7ed25efccd9a3afb60bfb1c8b9;66068b7099872542ca98924f8ebdd736"	2017-12-23	2017-12-23	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-12-23		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA375127;PRJNA9558"				55202974	"SRR5230317"	"GSM2477631_r1"		"SAMN06298894"	"GSM2477631"			"K562 SF3B1 K700E 38800 1xGI50 1"		"K562 SF3B1 K700E 38800 1xGI50 1"	1	"ACH-000551"	"K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"H3B-8800_AND_SF3B1_K700E_MUTATION"								"Homo sapiens"	"SRS1958608"	"SRP098887"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR523/007/SRR5230317"	4228045402	"ftp.sra.ebi.ac.uk/vol1/srr/SRR523/007/SRR5230317"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR523/007/SRR5230317"	"1b665acb045c1b152b0ca56c377f9bc2"		"PRJNA371421"	"GSE94528"	"H3B-8800, a novel oral splicing modulator, induces lethality in spliceosome mutant cancers [K562]"			"SRA535666"											9606						
"SAMN06298893"				11034790000				"K562"		"GEO"														"Illumina HiSeq 2000 sequencing; GSM2477632: K562 SF3B1 K700E 38800 1xGI50 2; Homo sapiens; RNA-Seq"								"false"	"SRX2538865"	"GSM2477632"	"Illumina HiSeq 2000 sequencing; GSM2477632: K562 SF3B1 K700E 38800 1xGI50 2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR523/008/SRR5230318/SRR5230318_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR523/008/SRR5230318/SRR5230318_2.fastq.gz"	"2828077928;3228234334"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/008/SRR5230318/SRR5230318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/008/SRR5230318/SRR5230318_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/008/SRR5230318/SRR5230318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/008/SRR5230318/SRR5230318_2.fastq.gz"	"2275aa35b27ef104eebe26ee977d8093;9efc0c38d4dddfc3e034ca27063b61fd"	2017-12-23	2017-12-23	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-12-23		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA375127;PRJNA9558"				55173950	"SRR5230318"	"GSM2477632_r1"		"SAMN06298893"	"GSM2477632"			"K562 SF3B1 K700E 38800 1xGI50 2"		"K562 SF3B1 K700E 38800 1xGI50 2"	2	"ACH-000551"	"K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"H3B-8800_AND_SF3B1_K700E_MUTATION"								"Homo sapiens"	"SRS1958609"	"SRP098887"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR523/008/SRR5230318"	4183081553	"ftp.sra.ebi.ac.uk/vol1/srr/SRR523/008/SRR5230318"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR523/008/SRR5230318"	"b13a8aba2b057dffac5387695d7166d9"		"PRJNA371421"	"GSE94528"	"H3B-8800, a novel oral splicing modulator, induces lethality in spliceosome mutant cancers [K562]"			"SRA535666"											9606						
"SAMN06298892"				10829112800				"K562"		"GEO"														"Illumina HiSeq 2000 sequencing; GSM2477633: K562 SF3B1 K700E 38800 1xGI50 3; Homo sapiens; RNA-Seq"								"false"	"SRX2538866"	"GSM2477633"	"Illumina HiSeq 2000 sequencing; GSM2477633: K562 SF3B1 K700E 38800 1xGI50 3; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR523/009/SRR5230319/SRR5230319_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR523/009/SRR5230319/SRR5230319_2.fastq.gz"	"2779149045;3191632954"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/009/SRR5230319/SRR5230319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/009/SRR5230319/SRR5230319_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/009/SRR5230319/SRR5230319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/009/SRR5230319/SRR5230319_2.fastq.gz"	"0c73d55de55af7f521cdc28081c0ab21;0750ba279da53776d46c33962aeb888b"	2017-12-23	2017-12-23	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-12-23		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA375127;PRJNA9558"				54145564	"SRR5230319"	"GSM2477633_r1"		"SAMN06298892"	"GSM2477633"			"K562 SF3B1 K700E 38800 1xGI50 3"		"K562 SF3B1 K700E 38800 1xGI50 3"	3	"ACH-000551"	"K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"H3B-8800_AND_SF3B1_K700E_MUTATION"								"Homo sapiens"	"SRS1958610"	"SRP098887"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR523/009/SRR5230319"	4123153088	"ftp.sra.ebi.ac.uk/vol1/srr/SRR523/009/SRR5230319"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR523/009/SRR5230319"	"53e03e4874760e83d31153963d7eaba9"		"PRJNA371421"	"GSE94528"	"H3B-8800, a novel oral splicing modulator, induces lethality in spliceosome mutant cancers [K562]"			"SRA535666"											9606						
"SAMN06342776"				6920717940				"Nalm-6"	"B-cell precursor"	"GEO"														"Illumina HiSeq 2000 sequencing; GSM2494156: Nalm-6 K700E 1; Homo sapiens; RNA-Seq"								"false"	"SRX2568290"	"GSM2494156"	"Illumina HiSeq 2000 sequencing; GSM2494156: Nalm-6 K700E 1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR526/005/SRR5264205/SRR5264205_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR526/005/SRR5264205/SRR5264205_2.fastq.gz"	"2805316332;2857425853"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/005/SRR5264205/SRR5264205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/005/SRR5264205/SRR5264205_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/005/SRR5264205/SRR5264205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/005/SRR5264205/SRR5264205_2.fastq.gz"	"e8608c1f6740763b369c58ba3140b69e;46dc3657281af4230090d7d670f2d75b"	2017-12-23	2017-12-23	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-12-23		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA375127;PRJNA9558"				38448433	"SRR5264205"	"GSM2494156_r1"		"SAMN06342776"	"GSM2494156"			"Nalm-6 K700E 1"		"Nalm-6 K700E 1"	1	"ACH-000938"	"NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DMSO_AND_SF3B1_K700E_MUTATION"								"Homo sapiens"	"SRS1984646"	"SRP100079"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR526/005/SRR5264205"	4729810654	"ftp.sra.ebi.ac.uk/vol1/srr/SRR526/005/SRR5264205"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR526/005/SRR5264205"	"691c0bcd48f6d96cb5b1f6c93aecfcc1"		"PRJNA375102"	"GSE94999"	"H3B-8800, a novel oral splicing modulator, induces lethality in spliceosome mutant cancers [Nalm-6]"			"SRA538601"											9606						
"SAMN06342794"				6163099020				"Nalm-6"	"B-cell precursor"	"GEO"														"Illumina HiSeq 2000 sequencing; GSM2494157: Nalm-6 K700E 2; Homo sapiens; RNA-Seq"								"false"	"SRX2568291"	"GSM2494157"	"Illumina HiSeq 2000 sequencing; GSM2494157: Nalm-6 K700E 2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR526/006/SRR5264206/SRR5264206_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR526/006/SRR5264206/SRR5264206_2.fastq.gz"	"2451362640;2504907481"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/006/SRR5264206/SRR5264206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/006/SRR5264206/SRR5264206_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/006/SRR5264206/SRR5264206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/006/SRR5264206/SRR5264206_2.fastq.gz"	"089bbfe1e68770ad0d111fd8fc0b5ce5;2259fc316576597a4ddd1ff5ccee9ab4"	2017-12-23	2017-12-23	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-12-23		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA375127;PRJNA9558"				34239439	"SRR5264206"	"GSM2494157_r1"		"SAMN06342794"	"GSM2494157"			"Nalm-6 K700E 2"		"Nalm-6 K700E 2"	2	"ACH-000938"	"NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DMSO_AND_SF3B1_K700E_MUTATION"								"Homo sapiens"	"SRS1984647"	"SRP100079"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR526/006/SRR5264206"	4143407526	"ftp.sra.ebi.ac.uk/vol1/srr/SRR526/006/SRR5264206"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR526/006/SRR5264206"	"f2674bad6144ada5037add1fda0da902"		"PRJNA375102"	"GSE94999"	"H3B-8800, a novel oral splicing modulator, induces lethality in spliceosome mutant cancers [Nalm-6]"			"SRA538601"											9606						
"SAMN06342777"				6775631460				"Nalm-6"	"B-cell precursor"	"GEO"														"Illumina HiSeq 2000 sequencing; GSM2494158: Nalm-6 K700E 3; Homo sapiens; RNA-Seq"								"false"	"SRX2568292"	"GSM2494158"	"Illumina HiSeq 2000 sequencing; GSM2494158: Nalm-6 K700E 3; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR526/007/SRR5264207/SRR5264207_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR526/007/SRR5264207/SRR5264207_2.fastq.gz"	"2724214725;2777651035"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/007/SRR5264207/SRR5264207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/007/SRR5264207/SRR5264207_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/007/SRR5264207/SRR5264207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/007/SRR5264207/SRR5264207_2.fastq.gz"	"7412bc81f3b3564643741e0194d7bb93;e5aab21b13f764ec278998ea6c921546"	2017-12-23	2017-12-23	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-12-23		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA375127;PRJNA9558"				37642397	"SRR5264207"	"GSM2494158_r1"		"SAMN06342777"	"GSM2494158"			"Nalm-6 K700E 3"		"Nalm-6 K700E 3"	3	"ACH-000938"	"NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DMSO_AND_SF3B1_K700E_MUTATION"								"Homo sapiens"	"SRS1984648"	"SRP100079"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR526/007/SRR5264207"	4598199733	"ftp.sra.ebi.ac.uk/vol1/srr/SRR526/007/SRR5264207"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR526/007/SRR5264207"	"32f9a73d2b970ec8f8c6d4f3dc4b7f23"		"PRJNA375102"	"GSE94999"	"H3B-8800, a novel oral splicing modulator, induces lethality in spliceosome mutant cancers [Nalm-6]"			"SRA538601"											9606						
"SAMN06342782"				6159723300				"Nalm-6"	"B-cell precursor"	"GEO"														"Illumina HiSeq 2000 sequencing; GSM2494159: Nalm-6 K700E E7107 15nM 6hr 1; Homo sapiens; RNA-Seq"								"false"	"SRX2568293"	"GSM2494159"	"Illumina HiSeq 2000 sequencing; GSM2494159: Nalm-6 K700E E7107 15nM 6hr 1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR526/008/SRR5264208/SRR5264208_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR526/008/SRR5264208/SRR5264208_2.fastq.gz"	"2444984476;2493826273"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/008/SRR5264208/SRR5264208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/008/SRR5264208/SRR5264208_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/008/SRR5264208/SRR5264208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/008/SRR5264208/SRR5264208_2.fastq.gz"	"2290252ed67bd5be1001087407124956;ceb9f9c3f58ac767c500703170a445e3"	2017-12-23	2017-12-23	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-12-23		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA375127;PRJNA9558"				34220685	"SRR5264208"	"GSM2494159_r1"		"SAMN06342782"	"GSM2494159"			"Nalm-6 K700E E7107 15nM 6hr 1"		"Nalm-6 K700E E7107 15nM 6hr 1"	1	"ACH-000938"	"NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"E7107_AND_SF3B1_K700E_MUTATION"	15	"nanomolar"	6	"hours"				"Homo sapiens"	"SRS1984649"	"SRP100079"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR526/008/SRR5264208"	4138102770	"ftp.sra.ebi.ac.uk/vol1/srr/SRR526/008/SRR5264208"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR526/008/SRR5264208"	"1e98325150be4fdaa1b5732538a460b7"		"PRJNA375102"	"GSE94999"	"H3B-8800, a novel oral splicing modulator, induces lethality in spliceosome mutant cancers [Nalm-6]"			"SRA538601"											9606						
